#systematic_name	gene_name	transcript_clusters
NM_016166	PIAS1	TC15000627.hg.1
NM_016205	PDGFC	TC04002799.hg.1,TC04001673.hg.1
NM_005359	SMAD4	TC18000998.hg.1
NM_025208	PDGFD	TC11002242.hg.1
NM_003014	SFRP4	TC07001293.hg.1
NM_007197	FZD10	TC12001033.hg.1
NM_138296	PTCRA	TC06000587.hg.1
NM_020997	LEFTY1	TC01006387.hg.1
NM_018841	GNG12	TC01002760.hg.1
NM_005501	ITGA3	TC17000654.hg.1
NM_001570	IRAK2	TC03000056.hg.1
NM_001456	FLNA	TC0X001530.hg.1
NM_004235	KLF4	TC09001447.hg.1
NM_006306	SMC1A	TC0X001064.hg.1
NM_005429	VEGFC	TC04001765.hg.1
NM_004119	FLT3	TC13000515.hg.1,TC13001385.hg.1
NM_001664	RHOA	TC03001408.hg.1
NM_000660	TGFB1	TC19002485.hg.1,TC19001553.hg.1
NM_000089	COL1A2	TC07000559.hg.1,TC07002463.hg.1
NM_014432	IL20RA	TC06002150.hg.1
NM_000575	IL1A	TC02002218.hg.1
NM_005052	RAC3	TC17000944.hg.1
NM_002309	LIF	TC22000647.hg.1
NM_000124	ERCC6	TC10001276.hg.1
NM_001250	CD40	TC20000365.hg.1
NM_002649	PIK3CG	TC07000687.hg.1
NM_057168	WNT16	TC07000736.hg.1
NM_020637	FGF22	TC19000011.hg.1
NM_005936	MLLT4	TC06001184.hg.1
NM_004364	CEBPA	TC19001396.hg.1,TC19002442.hg.1
NM_005225	E2F1	TC20000773.hg.1
NM_139068	MAPK9	TC05002145.hg.1
NM_002422	MMP3	TC11003313.hg.1,TC11002235.hg.1
NM_002183	IL3RA	TC0X000008.hg.1,TC0Y000008.hg.1
NM_004448	ERBB2	TC17000480.hg.1
NM_000076	CDKN1C	TC11003009.hg.1,TC11001284.hg.1
NM_006044	HDAC6	TC0X000261.hg.1
NM_000417	IL2RA	TC10001007.hg.1
NM_002729	HHEX	TC10000660.hg.1
NM_003902	FUBP1	TC01002803.hg.1
NM_005241	MECOM	TC03001979.hg.1,TC03003201.hg.1
NM_021975	RELA	TC11001939.hg.1,TC11003206.hg.1,TC11003207.hg.1
NM_020996	FGF6	TC12001121.hg.1,TC12001122.hg.1
NM_006164	NFE2L2	TC02005045.hg.1
NM_005204	MAP3K8	TC10000211.hg.1
NM_033671	CCNB3	TC0X000288.hg.1,TC0X001706.hg.1
NM_058238	WNT7B	TC22000880.hg.1
NM_000551	VHL	TC03002213.hg.1,TC03000055.hg.1
NM_022455	NSD1	TC05002762.hg.1,TC05001011.hg.1
NM_000588	IL3	TC05000628.hg.1
NM_002692	POLE2	TC14001105.hg.1
NM_000639	FASLG	TC01001506.hg.1
NM_001924	GADD45A	TC01000745.hg.1
NM_002834	PTPN11	TC12000881.hg.1,TC12002571.hg.1
NM_004131	GZMB	TC14000982.hg.1
NM_004302	ACVR1B	TC12002883.hg.1,TC12000411.hg.1
NM_005345	HSPA1A	TC06001547.hg.1,TC6_cox_hap2000079.hg.1,TC6_dbb_hap3000070.hg.1,TC6_qbl_hap6000070.hg.1,TC6_qbl_hap6000164.hg.1,TC6_apd_hap1000039.hg.1,TC6_dbb_hap3000163.hg.1,TC6_dbb_hap3000069.hg.1,TC06002463.hg.1,TC6_qbl_hap6000069.hg.1,TC06000384.hg.1,TC06002474.hg.1,TC06000385.hg.1,TC6_cox_hap2000174.hg.1,TC6_cox_hap2000078.hg.1,TC6_apd_hap1000040.hg.1,TC6_apd_hap1000088.hg.1
NM_003253	TIAM1	TC21000388.hg.1
NM_033016	PDGFB	TC22000802.hg.1
NM_001142633	PIK3R5	TC17001124.hg.1
NM_021073	BMP5	TC06001825.hg.1
NM_001466	FZD2	TC17000571.hg.1
NM_000122	ERCC3	TC02002278.hg.1
NM_000455	STK11	TC19001930.hg.1,TC19002617.hg.1
NM_012242	DKK1	TC10000350.hg.1
NM_012222	MUTYH	TC01002607.hg.1
NM_173343	IL1R2	TC02000619.hg.1
NM_002648	PIM1	TC06000541.hg.1
NM_002193	INHBB	TC02000762.hg.1
NM_006917	RXRG	TC01003464.hg.1,TC01005907.hg.1
NM_001007097	NTRK2	TC09000388.hg.1
NM_003239	TGFB3	TC14001326.hg.1
NM_153815	RASGRF1	TC15002647.hg.1,TC15001714.hg.1
NM_000400	ERCC2	TC19001618.hg.1,TC19002518.hg.1,TC19002519.hg.1
NM_018055	NODAL	TC10001365.hg.1
NM_147162	IL11RA	TC09002897.hg.1
NM_003877	SOCS2	TC12000726.hg.1
NM_025216	WNT10A	TC02001314.hg.1
NM_004052	BNIP3	TC10001769.hg.1
NM_022454	SOX17	TC08000376.hg.1,TC08002332.hg.1
NM_003299	HSP90B1	TC12000803.hg.1
NM_003200	TCF3	TC19002285.hg.1,TC19001011.hg.1
NM_002691	POLD1	TC19000757.hg.1
NM_014405	CACNG4	TC17000790.hg.1
NM_004526	MCM2	TC03000664.hg.1
NM_004469	FIGF	TC0X002326.hg.1
NM_004115	FGF14	TC13000846.hg.1
NM_000121	EPOR	TC19002335.hg.1,TC19002676.hg.1
NM_020529	NFKBIA	TC14001036.hg.1
NM_021979	HSPA2	TC14000391.hg.1
NM_004755	RPS6KA5	TC14001434.hg.1
NM_000878	IL2RB	TC22000722.hg.1
NM_006037	HDAC4	TC02002922.hg.1
NM_006909	RASGRF2	TC05000401.hg.1,TC05002478.hg.1
NM_003840	TNFRSF10D	TC08001051.hg.1
NM_002192	INHBA	TC07001318.hg.1
NM_145259	ACVR1C	TC02002453.hg.1
NM_002675	PML	TC15000671.hg.1,TC15002275.hg.1
NM_004418	DUSP2	TC02002102.hg.1
NM_024408	NOTCH2	TC01003054.hg.1
NM_003955	SOCS3	TC17001917.hg.1
NM_004967	IBSP	TC04000475.hg.1
NM_005474	HDAC5	TC17001572.hg.1
NM_001184	ATR	TC03001854.hg.1
NM_002019	FLT1	TC13001387.hg.1,TC13000517.hg.1
NM_002093	GSK3B	TC03003047.hg.1,TC03001688.hg.1
NM_000880	IL7	TC08001350.hg.1
NM_005343	HRAS	TC11001236.hg.1
NM_001963	EGF	TC04000568.hg.1
NM_001191016	CASP12	TC11002244.hg.1,TC11003320.hg.1
NM_004936	CDKN2B	TC09000965.hg.1
NM_000479	AMH	TC19000051.hg.1
NM_000091	COL4A3	TC02001361.hg.1
NM_182746	MCM4	TC08000346.hg.1
NM_020530	OSM	TC22000648.hg.1
NM_013261	PPARGC1A	TC04001084.hg.1
NM_000267	NF1	TC17000362.hg.1
NM_032888	COL27A1	TC09002196.hg.1,TC09000580.hg.1,TC09000582.hg.1
NM_000038	APC	TC05003398.hg.1
NM_057735	CCNE2	TC08001438.hg.1
NM_001626	AKT2	TC19001532.hg.1
NM_005633	SOS1	TC02001761.hg.1
NM_000546	TP53	TC17001094.hg.1,TC17002468.hg.1
NM_152876	FAS	TC10002197.hg.1,TC10002942.hg.1,TC10002196.hg.1
NM_003246	THBS1	TC15000270.hg.1
NM_000725	CACNB3	TC12000357.hg.1
NM_000250	MPO	TC17001727.hg.1
NM_000380	XPA	TC09002693.hg.1,TC09001397.hg.1
NM_000393	COL5A2	TC02002612.hg.1
NM_000889	ITGB7	TC12001544.hg.1
NM_001013699	H3F3C	TC12001368.hg.1
NM_001014987	LAT	TC16000314.hg.1
NM_001042749	STAG2	TC0X000606.hg.1,TC0X002220.hg.1,TC0X001859.hg.1
NM_001079675	ETV4	TC17001560.hg.1,TC17002651.hg.1
NM_001079877	RASA4	TC07003374.hg.1,TC07001331.hg.1,TC07003373.hg.1
NM_001102608	COL6A6	TC03002545.hg.1,TC03000705.hg.1
NM_001114636	FANCL	TC02001878.hg.1
NM_001142443	EDC3	TC15001646.hg.1
NM_001163771	COL11A2	TC6_ssto_hap7000173.hg.1,TC6_mcf_hap5000178.hg.1,TC6_mann_hap4000171.hg.1,TC6_dbb_hap3000189.hg.1,TC6_qbl_hap6000191.hg.1,TC6_cox_hap2000203.hg.1,TC06001579.hg.1
NM_001164239	DHX16	TC06003304.hg.1,TC6_dbb_hap3000127.hg.1,TC6_apd_hap1000074.hg.1,TC6_mann_hap4000116.hg.1,TC06003310.hg.1,TC6_ssto_hap7000119.hg.1,TC06003308.hg.1,TC06003577.hg.1,TC06003301.hg.1,TC06001504.hg.1,TC6_mcf_hap5000117.hg.1,TC06003300.hg.1,TC6_qbl_hap6000128.hg.1,TC6_cox_hap2000138.hg.1,TC06003306.hg.1,TC06003312.hg.1
NM_001164603	ASXL1	TC20000210.hg.1
NM_001267	CHAD	TC17001689.hg.1
NM_001405	EFNA2	TC19002616.hg.1
NM_001516	GTF2H3	TC12000991.hg.1
NM_001805	CEBPE	TC14000950.hg.1
NM_001854	COL11A1	TC01002932.hg.1
NM_001962	EFNA5	TC05001657.hg.1
NM_002105	H2AFX	TC11002362.hg.1
NM_002168	IDH2	TC15001841.hg.1
NM_002206	ITGA7	TC12001583.hg.1,TC12002905.hg.1
NM_002207	ITGA9	TC03000181.hg.1
NM_002214	ITGB8	TC07000125.hg.1,TC07002184.hg.1,TC07002185.hg.1
NM_002312	LIG4	TC13000867.hg.1
NM_002528	NTHL1	TC16000772.hg.1
NM_002915	RFC3	TC13000119.hg.1
NM_002954	RPS27A	TC02000321.hg.1,TC12002099.hg.1
NM_003016	SRSF2	TC17002792.hg.1,TC17001908.hg.1
NM_003285	TNR	TC01005952.hg.1,TC01003548.hg.1
NM_003401	XRCC4	TC05000411.hg.1
NM_003442	ZNF143	TC11000173.hg.1
NM_003482	KMT2D	TC12002349.hg.1,TC12003277.hg.1
NM_003534	HIST1H3G	TC06001354.hg.1
NM_003536	HIST1H3H	TC06004064.hg.1
NM_003537	HIST1H3B	TC06001342.hg.1
NM_003638	ITGA8	TC10001064.hg.1
NM_003706	PLA2G4C	TC19001674.hg.1
NM_003933	BAIAP3	TC16000040.hg.1,TC16001379.hg.1
NM_004111	FEN1	TC11000541.hg.1
NM_004292	RIN1	TC11001963.hg.1
NM_004485	GNG4	TC01003995.hg.1,TC01006217.hg.1
NM_004529	MLLT3	TC09000941.hg.1
NM_004615	TSPAN7	TC0X002300.hg.1
NM_004658	RASAL1	TC12001982.hg.1
NM_004805	POLR2D	TC02002288.hg.1
NM_004918	TCL1B	TC14000596.hg.1
NM_004952	EFNA3	TC01006333.hg.1
NM_005045	RELN	TC07001722.hg.1
NM_005120	MED12	TC0X001753.hg.1,TC0X000382.hg.1,TC0X001752.hg.1
NM_005445	SMC3	TC10000802.hg.1
NM_005523	HOXA11	TC07001225.hg.1
NM_005635	SSX1	TC0X000249.hg.1
NM_005656	TMPRSS2	TC21000471.hg.1
NM_005982	SIX1	TC14001188.hg.1
NM_006195	PBX3	TC09000652.hg.1,TC09002258.hg.1
NM_006265	RAD21	TC08001546.hg.1
NM_006802	SF3A3	TC01002529.hg.1
NM_007125	UTY	TC0Y000317.hg.1,TC0Y000163.hg.1
NM_012279	ZNF346	TC05001008.hg.1
NM_012342	BAMBI	TC10000199.hg.1
NM_013393	FTSJ2	TC07001095.hg.1
NM_014049	ACAD9	TC03000684.hg.1,TC03002531.hg.1
NM_014159	SETD2	TC03001364.hg.1
NM_014383	ZBTB32	TC19000481.hg.1
NM_014569	ZKSCAN5	TC07000597.hg.1
NM_014641	MDC1	TC6_ssto_hap7000121.hg.1,TC6_mann_hap4000119.hg.1,TC6_dbb_hap3000130.hg.1,TC6_mcf_hap5000120.hg.1,TC06001507.hg.1,TC6_qbl_hap6000131.hg.1,TC6_cox_hap2000141.hg.1,TC6_apd_hap1000077.hg.1
NM_015247	CYLD	TC16000443.hg.1
NM_015477	SIN3A	TC15001666.hg.1
NM_015900	PLA1A	TC03000611.hg.1
NM_016135	ETV7	TC06001673.hg.1
NM_016167	NOL7	TC06000094.hg.1
NM_017763	RNF43	TC17001732.hg.1
NM_018158	SLC4A1AP	TC02000180.hg.1
NM_018238	AGK	TC07000889.hg.1
NM_018951	HOXA10	TC07003402.hg.1,TC07002854.hg.1
NM_018955	UBB	TC17000187.hg.1,TC12002099.hg.1
NM_020732	ARID1B	TC06003148.hg.1,TC06001123.hg.1
NM_021140	KDM6A	TC0X000212.hg.1
NM_021147	CCNO	TC05001361.hg.1
NM_021173	POLD4	TC11003439.hg.1
NM_022078	GPATCH3	TC01002396.hg.1
NM_022093	TNN	TC01001527.hg.1
NM_022485	MTMR14	TC03000039.hg.1,TC03002209.hg.1
NM_023067	FOXL2	TC03003111.hg.1,TC03001827.hg.1
NM_024045	DDX50	TC10000412.hg.1
NM_024107	TMUB2	TC17000565.hg.1
NM_024541	C10orf76	TC10001615.hg.1
NM_024545	SAP130	TC02002291.hg.1
NM_024670	SUV39H2	TC10001914.hg.1,TC10000113.hg.1
NM_024827	HDAC11	TC03000076.hg.1
NM_025237	SOST	TC17001562.hg.1
NM_031902	MRPS5	TC02004930.hg.1
NM_032335	PHF6	TC0X000635.hg.1
NM_032864	PRPF38A	TC01000641.hg.1
NM_052847	GNG7	TC19001032.hg.1
NM_130802	MEN1	TC11001913.hg.1
NM_133476	ZNF384	TC12001147.hg.1,TC12000087.hg.1
NM_134424	RAD52	TC12001087.hg.1
NM_139178	ALKBH3	TC11000368.hg.1
NM_148674	SMC1B	TC22000875.hg.1
NM_152266	C19orf40	TC19000431.hg.1
NM_152641	ARID2	TC12000331.hg.1
NM_172195	EIF2B4	TC02001683.hg.1
NM_181573	RFC4	TC03002088.hg.1
NM_181676	PPP2R2B	TC05001906.hg.1
NM_181828	NF2	TC22000199.hg.1,TC22001059.hg.1
NM_181876	PPP2R2C	TC04001001.hg.1
NM_182795	NPM2	TC08000161.hg.1
NM_203349	SHC4	TC15001338.hg.1
NM_213600	PLA2G4F	TC15001260.hg.1,TC15002504.hg.1
NR_027749	TTC31	TC02000460.hg.1,TC02003338.hg.1
NM_001904	CTNNB1	TC03000214.hg.1
NM_000389	CDKN1A	TC06000532.hg.1
NM_000582	SPP1	TC04002100.hg.1,TC04000478.hg.1
NM_001350	DAXX	TC06001586.hg.1,TC6_mcf_hap5000185.hg.1,TC6_ssto_hap7000175.hg.1,TC6_qbl_hap6000198.hg.1,TC6_cox_hap2000210.hg.1,TC6_dbb_hap3000196.hg.1
NM_003639	IKBKG	TC0X000776.hg.1,TC0X001541.hg.1
NM_004083	DDIT3	TC12001625.hg.1
NM_007194	CHEK2	TC22000626.hg.1
NM_016653	ZAK	TC02001034.hg.1
NM_138578	BCL2L1	TC20000756.hg.1,TC20001531.hg.1
NM_001025366	VEGFA	TC06000608.hg.1,TC06002799.hg.1
NM_001003652	SMAD2	TC18000496.hg.1
NM_000077	CDKN2A	TC09000964.hg.1
NM_000245	MET	TC07000722.hg.1
NM_001798	CDK2	TC12000496.hg.1
NM_003503	CDC7	TC01000846.hg.1
NM_005921	MAP3K1	TC05000243.hg.1
NM_015850	FGFR1	TC08001147.hg.1
NM_212535	PRKCB	TC16000260.hg.1
NM_006904	PRKDC	TC08001191.hg.1
NM_021873	CDC25B	TC20000040.hg.1
NM_138554	TLR4	TC09000601.hg.1
NM_002165	ID1	TC20000194.hg.1
NM_006017	PROM1	TC04002940.hg.1
NM_000618	IGF1	TC12001890.hg.1
NM_004464	FGF5	TC04002936.hg.1
NM_004349	RUNX1T1	TC08001413.hg.1,TC08002420.hg.1
NM_022443	MLF1	TC03000865.hg.1
NM_203486	DLL3	TC19000549.hg.1
NM_016834	MAPT	TC17002241.hg.1,TC17000592.hg.1,TC17_ctg5_hap1000017.hg.1
NM_004428	EFNA1	TC01001288.hg.1
NM_001844	COL2A1	TC12001440.hg.1
NM_003238	TGFB2	TC01001805.hg.1
NM_013942	PAX3	TC02002811.hg.1
NM_022965	FGFR3	TC04000029.hg.1,TC04001856.hg.1
NM_199460	CACNA1C	TC12000025.hg.1,TC12002177.hg.1,TC12000021.hg.1
NM_001042483	NUPR1	TC16000989.hg.1
NM_007111	TFDP1	TC13000426.hg.1,TC13001318.hg.1
NM_000141	FGFR2	TC10001711.hg.1
NM_001145646	APH1B	TC15000582.hg.1
NM_015177	DTX4	TC11002686.hg.1,TC11000484.hg.1
NM_002086	GRB2	TC17001877.hg.1
NM_000720	CACNA1D	TC03000351.hg.1
NM_005739	RASGRP1	TC15001217.hg.1
NM_001123383	BCOR	TC0X000963.hg.1
NM_000759	CSF3	TC17002194.hg.1,TC17000486.hg.1
NM_138761	BAX	TC19002194.hg.1,TC19000716.hg.1
NM_033163	FGF8	TC10001611.hg.1
NM_001001655	ALKBH2	TC12001947.hg.1
NM_000627	LTBP1	TC02000219.hg.1
NM_004480	FUT8	TC14000397.hg.1,TC14001735.hg.1
NM_004956	ETV1	TC07001152.hg.1,TC07002154.hg.1
NM_152633	FANCB	TC0X000872.hg.1
NM_002160	TNC	TC09001517.hg.1,TC09002760.hg.1
NM_182898	CREB5	TC07002222.hg.1,TC07000178.hg.1
NM_172389	NFATC1	TC18000263.hg.1
NM_003484	HMGA2	TC12002935.hg.1,TC12002424.hg.1,TC12000587.hg.1,TC12002423.hg.1
NM_203401	STMN1	TC01002383.hg.1,TC01005350.hg.1
NM_033035	TSLP	TC05002561.hg.1,TC05000518.hg.1
NM_002632	PGF	TC14001313.hg.1,TC14002090.hg.1
NM_144728	DUSP10	TC01003847.hg.1
NM_001204318	PRLR	TC05001261.hg.1,TC05002950.hg.1
NM_015559	SETBP1	TC18000692.hg.1,TC18000160.hg.1
NM_003391	WNT2	TC07001794.hg.1,TC07003130.hg.1
NM_001005526	SF3B1	TC02002647.hg.1
NM_001007226	SPOP	TC17001670.hg.1
NM_004322	BAD	TC11001903.hg.1
NM_001127487	FLNC	TC07000785.hg.1
NM_001165979	PLCE1	TC10000670.hg.1
NM_001098670	RASGRP2	TC11001909.hg.1
NM_001160103	ZC3H14	TC14000536.hg.1
NM_001199140	AMMECR1L	TC02002289.hg.1
NM_001207015	PTPRR	TC12001719.hg.1,TC12002956.hg.1
NM_001256725	USP39	TC02000515.hg.1
NM_001256741	CNOT10	TC03000162.hg.1
NM_001278506	NUBP1	TC16000157.hg.1
NM_012435	SHC2	TC19000985.hg.1
NM_015962	FCF1	TC14000462.hg.1
NM_032449	CC2D1B	TC01002657.hg.1
NM_152945	RBM45	TC02001069.hg.1
NM_153603	COG7	TC16000960.hg.1,TC16000961.hg.1,TC16001456.hg.1
NM_001039970	PTPN5	TC11001472.hg.1
NM_001271995	CREB3L3	TC19000081.hg.1
NM_152890	COL24A1	TC01002832.hg.1
NM_172174	IL15	TC04002235.hg.1,TC04000693.hg.1
NM_007305	BRCA1	TC17001553.hg.1,TC17002645.hg.1
NM_198397	CACNA1G	TC17000671.hg.1
NM_001190848	CNOT4	TC07001886.hg.1,TC07003184.hg.1
NM_032364	DNAJC14	TC12003279.hg.1
NM_172059	EYA1	TC08001317.hg.1,TC08001316.hg.1
NM_018315	FBXW7	TC04001647.hg.1
NM_000828	GRIA3	TC0X000601.hg.1
NM_145904	HMGA1	TC06000501.hg.1,TC06002746.hg.1
NM_001145816	HPGD	TC04001753.hg.1
NM_001282353	ITGB6	TC02002469.hg.1
NM_006878	MDM2	TC12000606.hg.1,TC12002437.hg.1
NM_172164	NASP	TC01000575.hg.1
NM_173198	NR4A3	TC09000508.hg.1
NM_181042	PBRM1	TC03001457.hg.1
NM_001278698	POLR2H	TC03001003.hg.1
NA	ABCB1	TC07001579.hg.1,TC07003049.hg.1,TC07003053.hg.1	
NA	ABCC10	TC06000600.hg.1	
NA	ABCC3	TC17000673.hg.1,TC17000672.hg.1	
NA	AGR2	TC07001163.hg.1	
NA	AKT2	TC19001532.hg.1	
NA	ALCAM	TC03000534.hg.1	
NA	ALDH1A2	TC15001482.hg.1	
NA	AR	TC0X000358.hg.1	
NA	AREG	TC04002952.hg.1,TC04002953.hg.1	
NA	ASNS	TC07001630.hg.1	
NA	ATM	TC11002857.hg.1,TC11000980.hg.1	
NA	ATRX	TC0X001173.hg.1,TC0X002137.hg.1	
NA	AURKA	TC20001661.hg.1,TC20000968.hg.1	
NA	AXL	TC19000576.hg.1	
NA	B4GALT1	TC09001008.hg.1	
NA	BAP1	TC03001453.hg.1,TC03002916.hg.1	
NA	BCL2	TC18000554.hg.1	
NA	BIRC5	TC17001915.hg.1,TC17000899.hg.1	
NA	BIRC7	TC20000508.hg.1	
NA	BRCA1	TC17001553.hg.1,TC17002645.hg.1	
NA	BRCA2	TC13000111.hg.1	
NA	CASP8	TC02001177.hg.1,TC02003767.hg.1	
NA	CBLC	TC19000629.hg.1	
NA	CCND1	TC11000718.hg.1	
NA	CCND2	TC12000060.hg.1	
NA	CCND3	TC06001727.hg.1	
NA	CCNE1	TC19000416.hg.1	
NA	CD274	TC09000037.hg.1	
NA	CD44	TC11000333.hg.1,TC11000332.hg.1	
NA	CDK12	TC17000475.hg.1,TC17000474.hg.1	
NA	CDK4	TC12001633.hg.1	
NA	CDK6	TC07003061.hg.1,TC07001603.hg.1	
NA	CDKN1A	TC06000532.hg.1	
NA	CDKN1B	TC12000178.hg.1,TC12002253.hg.1	
NA	CDKN2A	TC09000964.hg.1	
NA	CDKN2B	TC09000965.hg.1	
NA	CDX2	TC13000513.hg.1	
NA	CFLAR	TC02001174.hg.1	
NA	COX2		
NA	CXCR4	TC02002378.hg.1	
NA	DDX43	TC06000733.hg.1	
NA	DEFA1		
NA	DKK1	TC10000350.hg.1	
NA	DNMT1	TC19001159.hg.1	
NA	DUSP6	TC12001796.hg.1,TC12002493.hg.1	
NA	ECSCR	TC05003431.hg.1	
NA	EGF	TC04000568.hg.1	
NA	EGFR	TC07002321.hg.1,TC07000328.hg.1	
NA	EPAS1	TC02000281.hg.1	
NA	EPHB4	TC07001677.hg.1	
NA	ERBB2	TC17000480.hg.1	
NA	ERBB3	TC12003243.hg.1,TC12002907.hg.1,TC12002388.hg.1	
NA	ERBB4	TC02002735.hg.1	
NA	ERCC1	TC19002520.hg.1,TC19001620.hg.1	
NA	EREG	TC04000414.hg.1	
NA	ESR1	TC06003133.hg.1,TC06001104.hg.1,TC06003132.hg.1	
NA	ETV4	TC17001560.hg.1,TC17002651.hg.1	
NA	EZH2	TC07001993.hg.1	
NA	FGF13	TC0X002250.hg.1,TC0X001425.hg.1	
NA	FGF3	TC11002020.hg.1	
NA	FGFR1	TC08001147.hg.1	
NA	FLT3	TC13000515.hg.1,TC13001385.hg.1	
NA	FOXP1	TC03001546.hg.1	
NA	FOXP3	TC0X001031.hg.1	
NA	GAS6	TC13000899.hg.1	
NA	GATA2	TC03001755.hg.1	
NA	HAVCR2	TC05003434.hg.1	
NA	HIF1A	TC14002197.hg.1	
NA	HLA-DRA	TC6_cox_hap2000090.hg.1,TC06000399.hg.1,TC6_mcf_hap5000075.hg.1,TC6_dbb_hap3000083.hg.1,TC6_qbl_hap6000081.hg.1,TC6_mann_hap4000074.hg.1,TC6_ssto_hap7000076.hg.1	
NA	HMOX1	TC22000259.hg.1,TC22001089.hg.1	
NA	HSPA5	TC09001589.hg.1	
NA	HSPB1	TC07000485.hg.1	
NA	HSPH1	TC13000539.hg.1	
NA	IGF1R	TC15000949.hg.1,TC15000951.hg.1	
NA	IGF2	TC11003001.hg.1,TC11001274.hg.1	
NA	JAK1	TC01002742.hg.1,TC01002741.hg.1	
NA	KIAA1524	TC03001632.hg.1	
NA	KIT	TC04000313.hg.1	
NA	KRAS	TC12001314.hg.1	
NA	KRT18	TC12000424.hg.1	
NA	LEPR	TC01000730.hg.1	
NA	MAGEH1	TC0X000332.hg.1	
NA	MAPK1	TC22000547.hg.1	
NA	MDM2	TC12000606.hg.1,TC12002437.hg.1	
NA	MET	TC07000722.hg.1	
NA	MIR218-1	TC04000160.hg.1	
NA	MKI67	TC10001756.hg.1	
NA	MLH1	TC03000175.hg.1	
NA	MYCN	TC02000094.hg.1	
NA	MYD88	TC03000187.hg.1	
NA	NCOA3	TC20000372.hg.1	
NA	NEDD9	TC06001273.hg.1	
NA	NOTCH1	TC09001734.hg.1	
NA	NQO1	TC16001225.hg.1	
NA	NRG1	TC08000250.hg.1,TC08000255.hg.1,TC08000252.hg.1	
NA	NT5E	TC06000779.hg.1	
NA	PAX8	TC02002222.hg.1	
NA	PBK	TC08001086.hg.1	
NA	PDCD4	TC10000808.hg.1	
NA	PGR	TC11002220.hg.1,TC11003308.hg.1,TC11003309.hg.1	
NA	PIK3CA	TC03000951.hg.1,TC03002674.hg.1	
NA	PIM1	TC06000541.hg.1	
NA	POU5F1	TC6_cox_hap2000153.hg.1,TC6_ssto_hap7000043.hg.1,TC06003322.hg.1,TC06003316.hg.1,TC6_cox_hap2000056.hg.1,TC06001521.hg.1,TC6_mcf_hap5000044.hg.1,TC6_mcf_hap5000130.hg.1,TC6_qbl_hap6000050.hg.1,TC6_qbl_hap6000143.hg.1,TC06000359.hg.1,TC6_dbb_hap3000049.hg.1,TC6_qbl_hap6000049.hg.1,TC6_dbb_hap3000142.hg.1,TC6_mann_hap4000050.hg.1,TC6_mann_hap4000130.hg.1,TC06003584.hg.1,TC6_cox_hap2000057.hg.1,TC6_ssto_hap7000044.hg.1,TC6_ssto_hap7000125.hg.1,TC6_mann_hap4000051.hg.1,TC6_dbb_hap3000050.hg.1,TC06003334.hg.1,TC06003317.hg.1,TC6_mcf_hap5000043.hg.1,TC06003324.hg.1,TC06003320.hg.1,TC06000360.hg.1	
NA	PROM1	TC04002940.hg.1	
NA	PSMB8	TC6_cox_hap2000198.hg.1,TC6_apd_hap1000104.hg.1,TC6_qbl_hap6000186.hg.1,TC6_mann_hap4000166.hg.1,TC06001573.hg.1,TC6_mcf_hap5000173.hg.1,TC6_dbb_hap3000184.hg.1,TC6_ssto_hap7000168.hg.1	
NA	PTEN	TC10000623.hg.1,TC10000625.hg.1	
NA	PTP4A3	TC08000798.hg.1	
NA	PTPN11	TC12000881.hg.1,TC12002571.hg.1	
NA	PTTG1	TC05000896.hg.1	
NA	RAF1	TC03001174.hg.1	
NA	RB1	TC13000190.hg.1	
NA	REL	TC02000348.hg.1	
NA	RET	TC10002029.hg.1,TC10000268.hg.1	
NA	RICTOR	TC05001294.hg.1	
NA	RIT1	TC01003324.hg.1	
NA	ROBO4	TC11002414.hg.1	
NA	RSF1	TC11002126.hg.1	
NA	SIRT1	TC10000400.hg.1	
NA	SLFN11	TC17001369.hg.1	
NA	SMAD4	TC18000998.hg.1	
NA	SMARCA4	TC19000190.hg.1	
NA	SOX10	TC22000781.hg.1	
NA	SPHK1	TC17000872.hg.1	
NA	STAG2	TC0X000606.hg.1,TC0X002220.hg.1,TC0X001859.hg.1	
NA	STK11	TC19001930.hg.1,TC19002617.hg.1	
NA	STMN1	TC01002383.hg.1,TC01005350.hg.1	
NA	SYK	TC09000428.hg.1	
NA	TBK1	TC12000570.hg.1	
NA	TERT	TC05001105.hg.1	
NA	TFF3	TC21000749.hg.1,TC21000484.hg.1	
NA	TGFA	TC02001963.hg.1	
NA	THBS2	TC06002330.hg.1	
NA	TIMP1	TC0X000238.hg.1	
NA	TOP1	TC20001221.hg.1,TC20000302.hg.1	
NA	TOP2A	TC17001462.hg.1,TC17002618.hg.1	
NA	TTF1	TC09001674.hg.1	
NA	TUBB3	TC16000708.hg.1,TC16001720.hg.1	
NA	TYMS	TC18000006.hg.1	
NA	TYMS	TC18000006.hg.1	
NA	UGT1A		
NA	VEGFA	TC06000608.hg.1,TC06002799.hg.1	
NA	VHL	TC03002213.hg.1,TC03000055.hg.1	
NA	ZEB1	TC10000219.hg.1	
